#Test Grids,Fold,MC Error,MA Error,#LS,Loss,Group smECE
10,0,0.014578932926837807,0.005826042145928766,3,0.030594393867792176,0.014121090647387277
20,0,0.00310162021406273,0.001689287837732698,5,0.029976835937711374,0.0031008563311935382
30,0,0.002437645099352029,0.0019114373268453088,8,0.02984190341247864,0.0024337399182314317
50,0,0.0024766232157041783,0.002032726057226173,12,0.02979469432010354,0.002390194656313543
75,0,0.0025979487662212654,0.0020153453520661414,18,0.02977507624203567,0.002308152477989683
100,0,0.002659367154709565,0.002030130237624352,23,0.029771955924929986,0.002312393377378526
10,1,0.014631409625294491,0.005681579142001177,3,0.030608167800480483,0.01418347749611217
20,1,0.003462613634144254,0.002432026026393316,5,0.0300099620537217,0.0034623148185143585
30,1,0.003197188478435137,0.002763727427255416,8,0.02984401336637023,0.003193393558104752
50,1,0.002898122525246583,0.0025891679641762517,12,0.029827104236438588,0.002876282819170171
75,1,0.003007116531888949,0.002591199475168979,18,0.02980340994517124,0.002900839455003702
100,1,0.003240934001987003,0.0025757374192798563,23,0.02980245138628789,0.002878152305473461
10,2,0.015121549673083814,0.006175913483565893,3,0.03062704532422067,0.0145456577704241
20,2,0.003729287472733025,0.002316606905984747,5,0.030026158911459266,0.0037284730122056423
30,2,0.002679457341631049,0.0026794573416309897,7,0.029866378664170953,0.002679248009026201
50,2,0.0024916554365251044,0.00249165543652513,12,0.02983222447659552,0.0024914607759441245
75,2,0.0025015120268972652,0.002501512026897268,17,0.02981049375516525,0.0025013165962701656
100,2,0.003021413950861439,0.0025312699008833953,22,0.0298071420475167,0.0026379898761356335
10,3,0.014493238062030112,0.005259476302400257,3,0.030555306891906803,0.014039423655284248
20,3,0.0031636301260432654,0.0014283851552737185,5,0.029988621583045095,0.0031626246097037963
30,3,0.0022220632019238954,0.0020722612782478464,7,0.029835105027911424,0.002221876501903103
50,3,0.002658466662248248,0.0019508220655712223,12,0.02981633879703508,0.002592076482260905
75,3,0.0028047306510984686,0.0019444265680015065,17,0.029781532679598918,0.0025524862521157862
100,3,0.003590547598670757,0.0019540950555039546,23,0.02977512982067009,0.002514066096720196
10,4,0.0142533148528256,0.004552961923816897,3,0.030495222833136743,0.013801773361182292
20,4,0.0030077048536303677,0.001584786688144011,5,0.02993842933390789,0.003007416216956143
30,4,0.0017555920982066774,0.0014215133972466881,7,0.02982346986487346,0.0017554344343357832
50,4,0.002067892489044427,0.0015834323474821894,12,0.02980082439251754,0.001980721364021022
75,4,0.0025857757090197555,0.0016210529214216692,17,0.029778823059094982,0.0021310385426527106
100,4,0.0023058882441629636,0.001623159673562278,22,0.029771555834128327,0.0018184693128597813
10,5,0.014609029385989373,0.00497280752898145,3,0.03051297974403618,0.014148514859801587
20,5,0.002732466331187191,0.0011401115041794047,5,0.029942232213626747,0.0027322081832051935
30,5,0.0021418913575456658,0.0018435281886958327,8,0.029822504003329767,0.0021416963624254102
50,5,0.002037451841663175,0.0016050137499195587,12,0.029789190894390083,0.001967685075041713
75,5,0.002128693740032544,0.0016326272511911295,18,0.029758949321211876,0.002032202592563122
100,5,0.0020413971993003513,0.0016229587636886868,24,0.029753382951742405,0.001846764617217209
10,6,0.014216494716629608,0.004929920074690447,3,0.03046580514519156,0.013756378300767787
20,6,0.0029671306644177575,0.001430166129252765,5,0.029933563472865802,0.0029668410864182185
30,6,0.002154450225739432,0.001624016141947711,8,0.02981138112044758,0.0021536618611335302
50,6,0.0025088152208680324,0.0018119685293493282,12,0.02978550888077048,0.0023938452796109806
75,6,0.0024424621336916782,0.0017670495640655997,18,0.029746121996871412,0.002273839394066335
100,6,0.0029907795975463083,0.001776191363532889,24,0.029754592317120146,0.0023258503445399525
10,7,0.01433363077599772,0.004812543883999282,3,0.030488521568349056,0.013870785903399883
20,7,0.0027969055717190563,0.0017919920045874676,6,0.029916540563377062,0.002727019306388428
30,7,0.0026683632745075625,0.0020084984076091566,8,0.029808026752677592,0.0026639857497232195
50,7,0.0026984469266552393,0.00214423343838278,13,0.029780359440644662,0.0026532000175965562
75,7,0.002561692138196572,0.0020815575621996193,20,0.029761040278047685,0.002480647886062838
100,7,0.002569341921710144,0.0021190652744172735,25,0.029751237458415018,0.002428988096643497
10,8,0.01456095509512132,0.005595804233419172,3,0.030551419966224885,0.014093457685991306
20,8,0.002718698802000917,0.0018540659515876028,5,0.029933693944217975,0.0027184599032433103
30,8,0.0026913518464979093,0.002069443737391107,8,0.02983806451306133,0.0026864744777372854
50,8,0.0024790725551989846,0.0022020186399538152,13,0.029810034165158004,0.0024574748512567668
75,8,0.002426328510535866,0.002210671371959901,18,0.029780841955188878,0.0023587118812360714
100,8,0.002966828899388504,0.002222446611602954,24,0.029768280699022442,0.002390530454683125
10,9,0.014408039468623464,0.0061149681537839414,3,0.030555018734319185,0.013955032578542793
20,9,0.002974574735431387,0.0019657990561878463,5,0.02995848670288183,0.002973893547655054
30,9,0.0028208146471142698,0.002504897878551821,8,0.029827086776223276,0.0028054987142911323
50,9,0.0026752182233419487,0.002356221370343016,13,0.02979056073152662,0.0026213590826460152
75,9,0.0027998383756108413,0.002358252881335743,18,0.02976695847992726,0.0026333087973995245
100,9,0.003023809661027422,0.0023822924280830706,25,0.02976974783737106,0.0027339601116933734
