#Test Grids,Fold,MC Error,MA Error,#LS,Loss,Group smECE
10,0,0.0040248615274215875,0.0019094639747049293,10,0.058121052316846195,0.003992858587786857
20,0,0.004295639889072422,0.0007097420410970161,20,0.057607120031992594,0.004232758035224809
30,0,0.004776836770542951,0.0008138923564133419,30,0.057575185066140434,0.004638870845510409
50,0,0.005182126011914946,0.0010446176960853934,50,0.05759135676964592,0.004948345687263401
75,0,0.005139693479143725,0.0006105999107994897,75,0.0576070845469669,0.0048834041316776836
100,0,0.005022873203220171,0.0006686674490398482,99,0.05765193207555632,0.004729120450037547
10,1,0.004022619056517633,0.0018115427452328817,10,0.058136899111234035,0.003999299029884098
20,1,0.004454481578101486,0.0008087845060210336,20,0.057609586749986924,0.004400379287305742
30,1,0.00478954410566528,0.0008906346940148447,30,0.05759440387233199,0.0046392948580418186
50,1,0.005124718756774046,0.001154947264559243,50,0.057593067027455314,0.0049620517296521316
75,1,0.005084478862220098,0.0006710469598323623,75,0.057594563918310936,0.004854542289810963
100,1,0.0050890260948864095,0.0008344607978711474,99,0.057643319492304584,0.004754119635942032
10,2,0.003987487012355918,0.0019139489165128094,10,0.05813630111899298,0.003972737116180145
20,2,0.004293023673017805,0.0007026408832345393,20,0.05761706165300006,0.004257453017484552
30,2,0.004642537679740322,0.000580550800686694,30,0.057593008557102865,0.004544687249872238
50,2,0.004693267354856086,0.0006877658262384054,50,0.05761421801302128,0.0044931123952506305
75,2,0.005195805084428989,0.000603723000027407,75,0.05761490894322314,0.0048820418484543686
100,2,0.005043952429717217,0.000493567845957199,100,0.057657807349324644,0.004763148352929758
10,3,0.004147449936836957,0.0021613682062475255,10,0.05811312891965226,0.004101522379095509
20,3,0.00461743446378777,0.000541182978150858,20,0.05760977362256224,0.004558637709523769
30,3,0.004630577834919322,0.0007403891434508632,30,0.05759709483741671,0.004523531930787252
50,3,0.004697901794724204,0.0007342597229800951,50,0.057647621859606375,0.004517671467714744
75,3,0.004733258085976335,0.0004066347239144565,75,0.05764224914848397,0.004483251934480502
100,3,0.004791076460782931,0.0004853828271578179,100,0.057628466860017484,0.004492117379290292
10,4,0.004094378125443713,0.001921423819525943,10,0.05810714899724176,0.004072032171378384
20,4,0.004525866901876895,0.0004238270008446631,20,0.05759852389352749,0.0044895066966271465
30,4,0.0045388856912915495,0.0005933827175259061,30,0.057594636424870164,0.004450558686474107
50,4,0.0046174718383029,0.000640075945014614,50,0.0575864592131917,0.004435175789375112
75,4,0.005055476238529113,0.00046937407653802277,75,0.05762748272674495,0.004782212617374308
100,4,0.004906787959426227,0.0003496385884393155,100,0.05761903951233732,0.004423272126908939
10,5,0.004039063843146527,0.0019266562516351362,10,0.058114773398315146,0.00401553956261534
20,5,0.004292649927867166,0.0004111196657223362,20,0.05760237346857925,0.00423846210468671
30,5,0.004529417480808245,0.0006521852878958892,30,0.0575969951720432,0.004449053100769752
50,5,0.004546460259678136,0.0006509893034137888,50,0.05761045066190268,0.004390314531022478
75,5,0.004551069783202924,0.0004490921730290547,75,0.05763892696936702,0.004339735907542931
100,5,0.004747647274276627,0.0004250603598418308,100,0.05762956567076042,0.004380009423955305
10,6,0.00403831635284522,0.0019528184121811033,10,0.05813794559765587,0.004013334078071065
20,6,0.004224254565296981,0.00047017139952609024,20,0.05760491493560371,0.0040976323710477155
30,6,0.0045194509434574,0.0004715417984118318,30,0.05760161300101575,0.004448370415586301
50,6,0.004539134854725261,0.0007327647423774683,50,0.05760938623571359,0.004389453088434292
75,6,0.004991491068736687,0.0004309530750505176,75,0.0576386027246852,0.004716240795761766
100,6,0.004754897930199345,0.0004530912461410814,100,0.05763815134436131,0.004385092790436163
10,7,0.004054761139474107,0.00195655586368767,10,0.058119258340123034,0.004034092512293094
20,7,0.004165576576643881,0.00039691734999738263,20,0.05760551292784476,0.0040435264543757996
30,7,0.004639049391667342,0.0008525126886478645,30,0.05761164598194894,0.00459448286001948
50,7,0.005045335286774546,0.0011184697378551517,50,0.057607873315343734,0.00492294948427286
75,7,0.004583560694966674,0.00046020486217524534,75,0.05762209016560232,0.0043801461302969665
100,7,0.004941471509407145,0.0007677099139638657,99,0.057646331878218875,0.00463712973903458
10,8,0.003952354968194214,0.0019094639747049293,10,0.05813929108019822,0.003914935080579156
20,8,0.004005987397313466,0.000896801489000682,20,0.057629096246851204,0.003963083641207992
30,8,0.004701589413544079,0.0007496081905003945,30,0.057608606188056924,0.004595520492901403
50,8,0.005072842929862962,0.0009522278948430646,50,0.05758742796062221,0.004880549123246198
75,8,0.005048399997009989,0.0006709971271456102,75,0.057612790721818165,0.004814072873840869
100,8,0.005027806639208846,0.0007215150133427026,99,0.057640144153504616,0.0046646987596817985
10,9,0.004000194347478256,0.001863119576023502,10,0.058123145289689856,0.0039525815241658055
20,9,0.0040515843056935855,0.0007968246612000204,20,0.05758876914509536,0.0040151178223992974
30,9,0.004736721457705808,0.000884903935038109,30,0.05759804165846504,0.0046416733267788
50,9,0.005131446169485894,0.0011872388455759788,50,0.057603208975863546,0.0049936257032838
75,9,0.0050639477952773345,0.0005603187298644794,75,0.05761212628599477,0.004846604189989297
100,9,0.005050306097278379,0.0008189877486339612,99,0.057652474753515065,0.004701394159561131
