eta,subsample,Loss,MC ERR,#Output
0.01,0.1,0.0008639056349089852,,
0.01,0.2,0.0008644070996980559,,
0.01,0.30000000000000004,0.0008645593560295194,,
0.01,0.4,0.0008646471092953266,,
0.01,0.5,0.0008637294935571712,,
0.01,0.6,0.0008633207217375972,,
0.01,0.7000000000000001,0.0008629613972464319,,
0.01,0.8,0.0008622354802615853,,
0.01,0.9,0.000862190996353197,,
0.01,1.0,0.0008626630401701319,,
0.03162277660168379,0.1,0.0008650092966829987,,
0.03162277660168379,0.2,0.0008656181769188763,,
0.03162277660168379,0.30000000000000004,0.0008651920383933474,,
0.03162277660168379,0.4,0.0008643127727727764,,
0.03162277660168379,0.5,0.0008628091479956576,,
0.03162277660168379,0.6,0.0008635328571032806,,
0.03162277660168379,0.7000000000000001,0.0008625475303976077,,
0.03162277660168379,0.8,0.0008624923500730427,,
0.03162277660168379,0.9,0.0008621000663803669,,
0.03162277660168379,1.0,0.0008621116501018568,,
0.1,0.1,0.0008663340270439115,,
0.1,0.2,0.0008675790625282785,,
0.1,0.30000000000000004,0.0008653662040447778,,
0.1,0.4,0.0008656869076094469,,
0.1,0.5,0.0008643833123898766,,
0.1,0.6,0.0008640296278370682,,
0.1,0.7000000000000001,0.0008617332075609651,,
0.1,0.8,0.0008615560758971635,,
0.1,0.9,0.0008623747577153555,,
0.1,1.0,0.0008632808247184414,,
0.31622776601683794,0.1,0.0008679487852852908,,
0.31622776601683794,0.2,0.0008699785552597964,,
0.31622776601683794,0.30000000000000004,0.0008705042357191626,,
0.31622776601683794,0.4,0.0008678490163629316,,
0.31622776601683794,0.5,0.0008631004031290079,,
0.31622776601683794,0.6,0.0008631448547975774,,
0.31622776601683794,0.7000000000000001,0.0008636972052805609,,
0.31622776601683794,0.8,0.0008643583595117629,,
0.31622776601683794,0.9,0.0008640042984544179,,
0.31622776601683794,1.0,0.0008646797667294882,,
1.0,0.1,0.0008884603671512803,,
1.0,0.2,0.0008843864128280768,,
1.0,0.30000000000000004,0.0008819804415691787,,
1.0,0.4,0.0008746296288570024,,
1.0,0.5,0.0008774814452717147,,
1.0,0.6,0.000869621788091366,,
1.0,0.7000000000000001,0.0008699024769195937,,
1.0,0.8,0.0008708714905611457,,
1.0,0.9,0.0008665010941786561,,
1.0,1.0,0.0008731869010479883,,
