l1,Loss,MC ERR,#Output
0.0,0.003533642655492087,,
1e-06,0.0035339333366775755,,
1e-05,0.0035395662592746908,,
0.0001,0.0035599566234549413,,
0.001,0.003722553584271375,,
0.01,0.0048180272884590135,,
