lr,feature_subsample,tree_depth,n_grid,Loss,MC ERR,#Output
0.1,0.1,1.0,10.0,0.005694941066356228,0.011577573974788044,8.5
0.1,0.1,1.0,20.0,0.005083250712394624,0.01128619950940658,16.5
0.1,0.1,1.0,30.0,0.004873941091579325,0.011013573901583643,24.5
0.1,0.1,1.0,50.0,0.004382992392228085,0.010571945818225863,40.2
0.1,0.1,1.0,75.0,0.002920521103438653,0.009896758917473627,58.3
0.1,0.1,1.0,100.0,0.0023003535697662266,0.009951201313712407,73.3
0.1,0.1,2.0,10.0,0.005694941066356228,0.011577573974788044,8.5
0.1,0.1,2.0,20.0,0.0050610020226575046,0.01128620062038474,16.5
0.1,0.1,2.0,30.0,0.004719525166861969,0.010957883417865327,24.5
0.1,0.1,2.0,50.0,0.0034534943730863527,0.00986912552464642,40.1
0.1,0.1,2.0,75.0,0.002590428462308059,0.009390362306017891,59.0
0.1,0.1,2.0,100.0,0.0021982263427472947,0.009755022291791603,77.2
0.1,0.2,1.0,10.0,0.005694941066356228,0.011577573974788044,8.5
0.1,0.2,1.0,20.0,0.005081912867758293,0.011294631655914291,16.5
0.1,0.2,1.0,30.0,0.004826852018245299,0.011018169239156043,24.5
0.1,0.2,1.0,50.0,0.003623063254431384,0.009925176941843968,40.2
0.1,0.2,1.0,75.0,0.002726115486555976,0.009746350831977436,58.6
0.1,0.2,1.0,100.0,0.00220765713597281,0.010398417301973805,74.4
0.1,0.2,2.0,10.0,0.005694941066356228,0.011577573974788044,8.5
0.1,0.2,2.0,20.0,0.005043084763157799,0.011280928804640147,16.5
0.1,0.2,2.0,30.0,0.004580783785073981,0.010873188320342292,24.5
0.1,0.2,2.0,50.0,0.003348599233107364,0.00980121581222934,40.1
0.1,0.2,2.0,75.0,0.0025224956796142456,0.009350227972076023,59.1
0.1,0.2,2.0,100.0,0.002158022506923633,0.009994336776536045,77.3
0.1,0.30000000000000004,1.0,10.0,0.005694941066356228,0.011577573974788044,8.5
0.1,0.30000000000000004,1.0,20.0,0.005068347519097136,0.011281980989919173,16.5
0.1,0.30000000000000004,1.0,30.0,0.004762933866907312,0.010953834185404243,24.5
0.1,0.30000000000000004,1.0,50.0,0.0036537522901504567,0.009931118994909078,40.2
0.1,0.30000000000000004,1.0,75.0,0.0026610300044041064,0.009567147390518078,58.5
0.1,0.30000000000000004,1.0,100.0,0.002185688812349745,0.010293590806665979,75.4
0.1,0.30000000000000004,2.0,10.0,0.005694941066356228,0.011577573974788044,8.5
0.1,0.30000000000000004,2.0,20.0,0.005034645848568551,0.011283034952350713,16.5
0.1,0.30000000000000004,2.0,30.0,0.004543621768526379,0.0108744112693863,24.5
0.1,0.30000000000000004,2.0,50.0,0.0033125645425800105,0.0098282117571615,40.1
0.1,0.30000000000000004,2.0,75.0,0.0025497141536997238,0.00958873751190659,59.0
0.1,0.30000000000000004,2.0,100.0,0.0021532073589614906,0.009646421849063763,76.9
0.1,0.4,1.0,10.0,0.005694941066356228,0.011577573974788044,8.5
0.1,0.4,1.0,20.0,0.005083900129647721,0.011293579694630972,16.5
0.1,0.4,1.0,30.0,0.004768757188631848,0.010932049768343045,24.5
0.1,0.4,1.0,50.0,0.0036082577018667454,0.0099378583125287,40.1
0.1,0.4,1.0,75.0,0.0026452241420636038,0.009637744583484997,58.9
0.1,0.4,1.0,100.0,0.002166469006403919,0.009961336737741206,74.7
0.1,0.4,2.0,10.0,0.005694941066356228,0.011577573974788044,8.5
0.1,0.4,2.0,20.0,0.005043091093319992,0.011287251915493703,16.5
0.1,0.4,2.0,30.0,0.004581353277410497,0.010876699379875556,24.5
0.1,0.4,2.0,50.0,0.003325448616752393,0.009785618409227998,40.2
0.1,0.4,2.0,75.0,0.0024871596652109034,0.009316010168298867,59.2
0.1,0.4,2.0,100.0,0.0021063378037622124,0.009851944555018638,77.7
0.1,0.5,1.0,10.0,0.005694941066356228,0.011577573974788044,8.5
0.1,0.5,1.0,20.0,0.005087537164855874,0.011291470879784916,16.5
0.1,0.5,1.0,30.0,0.004791272584184084,0.010941717208029635,24.5
0.1,0.5,1.0,50.0,0.003649645763991638,0.009966953285797142,40.2
0.1,0.5,1.0,75.0,0.002632936164652385,0.009457612206532927,58.3
0.1,0.5,1.0,100.0,0.002150356868264381,0.010590314658547218,74.9
0.1,0.5,2.0,10.0,0.005694941066356228,0.011577573974788044,8.5
0.1,0.5,2.0,20.0,0.005048189983418559,0.011281980544646757,16.5
0.1,0.5,2.0,30.0,0.004550114431625244,0.010873362534384454,24.5
0.1,0.5,2.0,50.0,0.003330172550701693,0.009786872489866144,40.1
0.1,0.5,2.0,75.0,0.0024691452169157595,0.009416041919947165,59.1
0.1,0.5,2.0,100.0,0.0020922791119391874,0.009696166010478024,78.0
0.1,0.6,1.0,10.0,0.005694941066356228,0.011577573974788044,8.5
0.1,0.6,1.0,20.0,0.005086993135857547,0.011296741805359448,16.5
0.1,0.6,1.0,30.0,0.00484253033115792,0.010925726138895303,24.5
