#Test Grids,#Train Grids,Fold,MA Error,Loss,Group smECE,Group smECE-no-groupsize
10,10,0,0.00887306610407877,0.005081707102672293,0.009793359604576795,0.10673117789575783
20,20,0,0.005288326300984526,0.004505142405063291,0.0073656924389694884,0.10820043439686339
30,30,0,0.007464838255977497,0.00492535454758556,0.009432844505293688,0.10633932011149234
50,50,0,0.006239803094233472,0.004683029184247538,0.008057054046784582,0.11237245648141585
75,75,0,0.004455696202531641,0.003635070909517111,0.004818377303331513,0.11217631426305606
100,100,0,0.004796765119549927,0.0037383421237693385,0.0052913519865368675,0.11102076990279301
10,10,1,0.0072063994374121036,0.005382691631504922,0.011533427198412221,0.10673117789575783
20,20,1,0.007229254571026717,0.004871176160337552,0.009311885863615156,0.10820043439686339
30,30,1,0.005910689170182841,0.004531660220346929,0.008054698408136886,0.10633932011149234
50,50,1,0.005545710267229253,0.0043142528129395214,0.006383685081554079,0.11237245648141585
75,75,1,0.00434599156118143,0.003914658345053915,0.005519239169242328,0.11217631426305606
100,100,1,0.005351617440225034,0.004060817510548523,0.005998988633813194,0.11102076990279301
10,10,2,0.00887306610407877,0.005081707102672293,0.009793359604576795,0.10673117789575783
20,20,2,0.007229254571026717,0.004734748593530239,0.009311885863615156,0.10820043439686339
30,30,2,0.007345288326300984,0.004845185771214251,0.009338459824781056,0.10633932011149234
50,50,2,0.006239803094233472,0.004503957454289732,0.008057054046784582,0.11237245648141585
75,75,2,0.00483825597749648,0.0038629846460384427,0.005255530276895793,0.11217631426305606
100,100,2,0.004514064697609,0.0031587992264416314,0.00493451967608016,0.09903383928636203
10,10,3,0.005161744022503513,0.005201257032348805,0.010678708748039289,0.10673117789575783
20,20,3,0.005288326300984526,0.004414952531645569,0.006859454303377422,0.10820043439686339
30,30,3,0.007345288326300984,0.005055921823722457,0.009338459824781056,0.10633932011149234
50,50,3,0.005554149085794654,0.003892846343178622,0.006270017999341137,0.11237245648141585
75,75,3,0.005078762306610405,0.004390935888420065,0.0067517592515346425,0.11217631426305606
100,100,3,0.004876933895921236,0.004074031293952179,0.0068265408764922675,0.11102076990279301
10,10,4,0.008422995780590716,0.005379878691983122,0.009563642163587948,0.10673117789575783
20,20,4,0.007229254571026717,0.004734748593530239,0.009311885863615156,0.10820043439686339
30,30,4,0.007345288326300984,0.005055921823722457,0.009338459824781056,0.10633932011149234
50,50,4,0.006580168776371305,0.004733535513361462,0.008057054046784582,0.11237245648141585
75,75,4,0.004720112517580867,0.0036940957571495537,0.0050360853523034555,0.11217631426305606
100,100,4,0.004665963431786215,0.0034490383263009843,0.004823800183798282,0.11102076990279301
10,10,5,0.008422995780590716,0.005278964486638537,0.0086342822639221,0.10673117789575783
20,20,5,0.005288326300984526,0.004737913150492264,0.0073656924389694884,0.10820043439686339
30,30,5,0.007345288326300984,0.005055921823722457,0.009338459824781056,0.10633932011149234
50,50,5,0.006580168776371305,0.004733535513361462,0.008057054046784582,0.11237245648141585
75,75,5,0.004725738396624469,0.0035081885841537733,0.005042086309762111,0.11217631426305606
100,100,5,0.004868495077355836,0.0032769708157524614,0.005071789088714579,0.11102076990279301
10,10,6,0.010033403656821389,0.004735715541490858,0.012858844205304155,0.10673117789575783
20,20,6,0.007229254571026717,0.004734748593530239,0.009311885863615156,0.10820043439686339
30,30,6,0.005910689170182841,0.004662930731364276,0.008054698408136886,0.10633932011149234
50,50,6,0.005867088607594935,0.004358120604781997,0.007908301216557416,0.11237245648141585
75,75,6,0.004469760900140642,0.003464109821847163,0.004585850023983541,0.11217631426305606
100,100,6,0.005351617440225034,0.003892378691983122,0.0060663677744499855,0.11102076990279301
10,10,7,0.0063625175808720204,0.005033887130801687,0.01184285421400741,0.10673117789575783
20,20,7,0.007229254571026717,0.004734748593530239,0.009311885863615156,0.10820043439686339
30,30,7,0.007345288326300984,0.005055921823722457,0.009338459824781056,0.10633932011149234
50,50,7,0.005902250351617438,0.004466503164556962,0.007775542729145132,0.11237245648141585
75,75,7,0.00443881856540084,0.003496205461790904,0.0048648429420655856,0.11217631426305606
100,100,7,0.0030857946554149083,0.002999129746835443,0.004359465922799476,0.11102076990279301
10,10,8,0.0072063994374121036,0.005382691631504922,0.011533427198412221,0.10673117789575783
20,20,8,0.005288326300984526,0.004505142405063291,0.0073656924389694884,0.10820043439686339
30,30,8,0.007345288326300984,0.004905077941865916,0.009338459824781056,0.10633932011149234
50,50,8,0.005545710267229253,0.0040208491561181435,0.005564698310008142,0.11237245648141585
75,75,8,0.004466947960618842,0.0033319954289732765,0.004610303697130907,0.11217631426305606
100,100,8,0.005336849507735582,0.004029354781997187,0.005867215267830348,0.11102076990279301
10,10,9,0.0063625175808720204,0.005033887130801687,0.01184285421400741,0.10673117789575783
20,20,9,0.005288326300984526,0.004259713431786217,0.008707342486721956,0.10820043439686339
30,30,9,0.007345288326300984,0.005055921823722457,0.009338459824781056,0.10633932011149234
50,50,9,0.006107594936708857,0.004525448312236287,0.006963347633345055,0.11237245648141585
75,75,9,0.004061884669479602,0.003258868377871542,0.004721240381116653,0.10042486472830273
100,100,9,0.005499296765119549,0.004204340717299577,0.007027585948325108,0.11102076990279301
