#Test Grids,Fold,MA Error,Loss,Group smECE,Group smECE-no-groupsize
/,0,0.008185654008438818,0.005110261368963901,0.009636558442864384,0.11104046443355178
/,1,0.008185654008438818,0.005110261368963901,0.009636558442864384,0.11104046443355178
/,2,0.008185654008438818,0.005110261368963901,0.009636558442864384,0.11104046443355178
/,3,0.008185654008438818,0.005110261368963901,0.009636558442864384,0.11104046443355178
/,4,0.008185654008438818,0.005110261368963901,0.009636558442864384,0.11104046443355178
/,5,0.008185654008438818,0.005110261368963901,0.009636558442864384,0.11104046443355178
/,6,0.008185654008438818,0.005110261368963901,0.009636558442864384,0.11104046443355178
/,7,0.008185654008438818,0.005110261368963901,0.009636558442864384,0.11104046443355178
/,8,0.008185654008438818,0.005110261368963901,0.009636558442864384,0.11104046443355178
/,9,0.008185654008438818,0.005110261368963901,0.009636558442864384,0.11104046443355178
