eta,subsample,Loss,MC ERR,#Output
0.01,0.1,0.14637139507808208,,
0.01,0.2,0.14478549023732395,,
0.01,0.30000000000000004,0.14432264980141557,,
0.01,0.4,0.1442030597843595,,
0.01,0.5,0.14411764674521554,,
0.01,0.6,0.14404763826757183,,
0.01,0.7000000000000001,0.14403187273865486,,
0.01,0.8,0.14400873008738227,,
0.01,0.9,0.14411681592146938,,
0.01,1.0,0.14447196425064482,,
0.03162277660168379,0.1,0.14613741976028688,,
0.03162277660168379,0.2,0.14469281595684133,,
0.03162277660168379,0.30000000000000004,0.14436627077448255,,
0.03162277660168379,0.4,0.1440794146142353,,
0.03162277660168379,0.5,0.1440022954551176,,
0.03162277660168379,0.6,0.1439884318124845,,
0.03162277660168379,0.7000000000000001,0.14396004269669765,,
0.03162277660168379,0.8,0.14399416572400478,,
0.03162277660168379,0.9,0.14407717416475643,,
0.03162277660168379,1.0,0.14440281365886015,,
0.1,0.1,0.14644471242485965,,
0.1,0.2,0.14503612886507955,,
0.1,0.30000000000000004,0.14464816453982143,,
0.1,0.4,0.14434477781675636,,
0.1,0.5,0.14429418382797943,,
0.1,0.6,0.14424357086460257,,
0.1,0.7000000000000001,0.14402947688946988,,
0.1,0.8,0.1440280468645185,,
0.1,0.9,0.14402292819192675,,
0.1,1.0,0.14436754905496724,,
0.31622776601683794,0.1,0.14861141843424525,,
0.31622776601683794,0.2,0.14632569644498308,,
0.31622776601683794,0.30000000000000004,0.14564016542597452,,
0.31622776601683794,0.4,0.1451398955952513,,
0.31622776601683794,0.5,0.14483832950102796,,
0.31622776601683794,0.6,0.14475215342444456,,
0.31622776601683794,0.7000000000000001,0.14443477012023576,,
0.31622776601683794,0.8,0.14452607759538433,,
0.31622776601683794,0.9,0.14434351531778372,,
0.31622776601683794,1.0,0.14441639397487643,,
1.0,0.1,0.15514184861981117,,
1.0,0.2,0.15066170541350848,,
1.0,0.30000000000000004,0.15004135655914758,,
1.0,0.4,0.14890621907718665,,
1.0,0.5,0.14811672959862104,,
1.0,0.6,0.14821876075577237,,
1.0,0.7000000000000001,0.1470954453822224,,
1.0,0.8,0.14713118142242143,,
1.0,0.9,0.1463632607369024,,
1.0,1.0,0.14637531835166398,,
