l1,Loss,MC ERR,#Output
0.0,0.1478403143859967,,
1e-06,0.1478404766506227,,
1e-05,0.1478419826189319,,
0.0001,0.1478774861291888,,
0.001,0.14925489114382728,,
0.01,0.16178820013856282,,
