lr,feature_subsample,tree_depth,n_grid,Loss,MC ERR,#Output
0.1,0.9,1.0,100.0,0.030881415258655676,0.0035362437352245853,14.2
0.1,0.9,2.0,10.0,0.031929904639270326,0.018375418439716542,2.0
0.1,0.9,2.0,20.0,0.031157622606173406,0.006655530732860565,4.2
0.1,0.9,2.0,30.0,0.031003394000972455,0.004317737588652474,5.0
0.1,0.9,2.0,50.0,0.0309315456416344,0.003118228368794332,7.7
0.1,0.9,2.0,75.0,0.030901388579380656,0.0033862316784869983,11.6
0.1,0.9,2.0,100.0,0.030883336109719505,0.003687405200945625,15.4
0.1,1.0,1.0,10.0,0.03193061764163439,0.018382548463357205,2.0
0.1,1.0,1.0,20.0,0.031160694946598937,0.0066967080378251016,4.1
0.1,1.0,1.0,30.0,0.031004931274416114,0.004334725768321505,5.0
0.1,1.0,1.0,50.0,0.03093355653525142,0.0031385839243498886,7.2
0.1,1.0,1.0,75.0,0.030899182924534318,0.0034418562647754148,11.4
0.1,1.0,1.0,100.0,0.030884234483241964,0.0035733865248226944,14.2
0.1,1.0,2.0,10.0,0.031928715041161584,0.018363522458629072,2.0
0.1,1.0,2.0,20.0,0.031157622606173406,0.006655530732860565,4.2
0.1,1.0,2.0,30.0,0.031003482259443695,0.004317737588652474,5.0
0.1,1.0,2.0,50.0,0.030932818341397994,0.0031197111111111175,7.4
0.1,1.0,2.0,75.0,0.0309019406739433,0.003417063829787232,11.4
0.1,1.0,2.0,100.0,0.030889675485606026,0.0037019113475177286,14.5
0.3,0.1,1.0,10.0,0.03193007296078333,0.018377101654846566,2.0
0.3,0.1,1.0,20.0,0.031158315986788067,0.006660414893617066,4.1
0.3,0.1,1.0,30.0,0.03098845562429791,0.003978177304964532,5.3
0.3,0.1,1.0,50.0,0.030899996100263245,0.0031743262411347535,8.6
0.3,0.1,1.0,75.0,0.03084043788434519,0.0037428434988179696,16.8
0.3,0.1,1.0,100.0,0.03091127553288735,0.004372757446808507,23.8
0.3,0.1,2.0,10.0,0.031921956648726595,0.018295498817967132,2.1
0.3,0.1,2.0,20.0,0.031148339391043382,0.006508310874704532,4.4
0.3,0.1,2.0,30.0,0.03094315318142951,0.003409789598108743,7.1
0.3,0.1,2.0,50.0,0.03087689690404575,0.0034701229314420844,11.2
0.3,0.1,2.0,75.0,0.030860862811059143,0.004248145626477542,23.8
0.3,0.1,2.0,100.0,0.030847988601445275,0.004726211583924347,25.5
0.3,0.2,1.0,10.0,0.031928603457237234,0.018379257683215362,2.0
0.3,0.2,1.0,20.0,0.031161265868584753,0.006719875886524866,4.0
0.3,0.2,1.0,30.0,0.03099347753131131,0.004098082742316777,5.1
0.3,0.2,1.0,50.0,0.03088577970310012,0.0032251451536643,8.3
0.3,0.2,1.0,75.0,0.030808119599081207,0.00339512813238771,15.1
0.3,0.2,1.0,100.0,0.030826983400499646,0.004594324822695034,23.1
0.3,0.2,2.0,10.0,0.03191741385912848,0.018262264775413935,2.3
0.3,0.2,2.0,20.0,0.031126063977331798,0.0062746914893617054,4.6
0.3,0.2,2.0,30.0,0.030931068705464183,0.003259765957446807,6.1
0.3,0.2,2.0,50.0,0.03082975360380934,0.0034541087470449155,10.4
0.3,0.2,2.0,75.0,0.03082920434612612,0.0036251574468085107,17.7
0.3,0.2,2.0,100.0,0.03084824216172896,0.0043961418439716305,22.7
0.3,0.30000000000000004,1.0,10.0,0.03193007296078333,0.018377101654846566,2.0
0.3,0.30000000000000004,1.0,20.0,0.031158230880405084,0.006645712765957487,4.2
0.3,0.30000000000000004,1.0,30.0,0.030957556963935418,0.0037715177304964488,5.1
0.3,0.30000000000000004,1.0,50.0,0.03086917817118523,0.0032601366430259973,9.1
0.3,0.30000000000000004,1.0,75.0,0.030814477890649367,0.003500035933806149,14.2
0.3,0.30000000000000004,1.0,100.0,0.030824719816575297,0.004122309692671394,18.8
0.3,0.30000000000000004,2.0,10.0,0.03192380629411667,0.018324756501182267,2.1
0.3,0.30000000000000004,2.0,20.0,0.031137898256291607,0.0064656442080378695,5.1
0.3,0.30000000000000004,2.0,30.0,0.0309374384454169,0.0036493026004728105,6.2
0.3,0.30000000000000004,2.0,50.0,0.03082632377875024,0.0034970373522458667,10.1
0.3,0.30000000000000004,2.0,75.0,0.03085501798205993,0.0037028964539007176,18.9
0.3,0.30000000000000004,2.0,100.0,0.030860268412319973,0.004444906855791963,24.3
0.3,0.4,1.0,10.0,0.03193007296078333,0.018377101654846566,2.0
0.3,0.4,1.0,20.0,0.03115936114045237,0.006696273049645434,4.0
0.3,0.4,1.0,30.0,0.03095678218064149,0.00372794326241134,5.1
0.3,0.4,1.0,50.0,0.03085614229411667,0.0031963820330969213,8.6
0.3,0.4,1.0,75.0,0.030811376588836918,0.003340607092198582,13.2
0.3,0.4,1.0,100.0,0.030807883759837708,0.0039748033096926715,17.8
0.3,0.4,2.0,10.0,0.03192343371728452,0.018309787234042786,2.3
0.3,0.4,2.0,20.0,0.031132618350854256,0.006263637115839253,4.8
0.3,0.4,2.0,30.0,0.030931302905621787,0.003156368794326241,7.7
0.3,0.4,2.0,50.0,0.030855984828395626,0.0032195957446808495,11.1
0.3,0.4,2.0,75.0,0.030834887636906266,0.003479800472813243,15.5
0.3,0.4,2.0,100.0,0.03084852515936489,0.0036470638297872323,20.5
0.3,0.5,1.0,10.0,0.031923678634542194,0.01831315839243522,2.0
0.3,0.5,1.0,20.0,0.03115756634139799,0.006662724586288457,4.1
0.3,0.5,1.0,30.0,0.03096571740522778,0.0039253309692671295,5.0
0.3,0.5,1.0,50.0,0.030862610643998468,0.003324066193853436,8.7
0.3,0.5,1.0,75.0,0.030825824904045746,0.0033698676122931475,12.7
0.3,0.5,1.0,100.0,0.03083044268182352,0.0037377290780141828,16.1
0.3,0.5,2.0,10.0,0.03191353962745,0.018226903073286276,2.3
0.3,0.5,2.0,20.0,0.0311286176416344,0.006259828605200958,5.5
0.3,0.5,2.0,30.0,0.030915676112871594,0.0033521725768321485,6.2
0.3,0.5,2.0,50.0,0.030847326445416906,0.0033894170212765964,11.0
0.3,0.5,2.0,75.0,0.03083899054628373,0.003647870449172583,17.3
0.3,0.5,2.0,100.0,0.030847759220830613,0.003937164066193852,19.5
0.3,0.6,1.0,10.0,0.031929187854400354,0.018368250591016783,2.0
0.3,0.6,1.0,20.0,0.031158861849672224,0.006681975177305006,4.1
0.3,0.6,1.0,30.0,0.03096067910735544,0.003914713947990535,5.1
0.3,0.6,1.0,50.0,0.03087364531066513,0.003175421749408983,7.9
0.3,0.6,1.0,75.0,0.03081751544462888,0.0032333182033096953,12.2
0.3,0.6,1.0,100.0,0.03083681747142163,0.0037519002364066177,15.9
0.3,0.6,2.0,10.0,0.03191680676692991,0.01825486052009479,2.1
0.3,0.6,2.0,20.0,0.0311364164596013,0.006478700945626509,4.8
0.3,0.6,2.0,30.0,0.030926521818151337,0.0034746832151300207,6.7
0.3,0.6,2.0,50.0,0.03083650193477861,0.0033025721040189212,10.2
0.3,0.6,2.0,75.0,0.030852673433596572,0.0035981380614657213,15.4
0.3,0.6,2.0,100.0,0.030854210057710045,0.0036704550827423134,18.3
0.3,0.7000000000000001,1.0,10.0,0.031929187854400354,0.018368250591016783,2.0
0.3,0.7000000000000001,1.0,20.0,0.031159358539979552,0.006680606382978765,4.2
0.3,0.7000000000000001,1.0,30.0,0.030959469335881833,0.0038012482269503467,5.2
0.3,0.7000000000000001,1.0,50.0,0.030860564346126124,0.0030680312056737546,8.4
0.3,0.7000000000000001,1.0,75.0,0.030831710584108784,0.003172376359338058,12.3
0.3,0.7000000000000001,1.0,100.0,0.030849006379223047,0.0037146891252955094,15.6
0.3,0.7000000000000001,2.0,10.0,0.031918044591989006,0.01823730969267162,2.3
0.3,0.7000000000000001,2.0,20.0,0.031128431589624944,0.0063694739952718776,4.7
0.3,0.7000000000000001,2.0,30.0,0.03093231693241454,0.0035515390070921934,5.7
0.3,0.7000000000000001,2.0,50.0,0.030843558426504374,0.0032843673758865223,10.4
0.3,0.7000000000000001,2.0,75.0,0.030838084610901532,0.003511565011820333,15.4
0.3,0.7000000000000001,2.0,100.0,0.030866124686551654,0.003704678486997636,17.5
0.3,0.8,1.0,10.0,0.031929187854400354,0.018368250591016783,2.0
0.3,0.8,1.0,20.0,0.031160013149908634,0.006687856973995316,4.2
0.3,0.8,1.0,30.0,0.030953312992304215,0.003693373522458619,5.0
0.3,0.8,1.0,50.0,0.03087148285203629,0.0031930808510638327,7.6
0.3,0.8,1.0,75.0,0.030847226524219108,0.0032147148936170224,11.8
0.3,0.8,1.0,100.0,0.030857235012792788,0.0037474966903073294,15.4
0.3,0.8,2.0,10.0,0.03191715948560603,0.01827075177304987,2.4
0.3,0.8,2.0,20.0,0.031125950738561114,0.006378076832151328,4.6
0.3,0.8,2.0,30.0,0.03093397051791493,0.003673832151300232,5.9
0.3,0.8,2.0,50.0,0.03087080124447128,0.003409616548463369,10.2
0.3,0.8,2.0,75.0,0.0308516956810355,0.0035270647754137136,13.8
0.3,0.8,2.0,100.0,0.030868226937142675,0.003810336406619386,18.7
0.3,0.9,1.0,10.0,0.031929187854400354,0.018368250591016783,2.0
0.3,0.9,1.0,20.0,0.031160013149908634,0.006687856973995316,4.2
0.3,0.9,1.0,30.0,0.030954095971027617,0.00372545390070921,5.1
0.3,0.9,1.0,50.0,0.030867724629814068,0.0029703243498817936,7.8
0.3,0.9,1.0,75.0,0.030850885014368834,0.003137282269503544,11.5
0.3,0.9,1.0,100.0,0.030859321660546928,0.003547889125295506,15.5
0.3,0.9,2.0,10.0,0.03191475475747364,0.018232146572104247,2.2
0.3,0.9,2.0,20.0,0.031125196837851893,0.006364249408983477,4.8
0.3,0.9,2.0,30.0,0.030940545774022103,0.003521780141843968,6.0
0.3,0.9,2.0,50.0,0.030862933291752603,0.003037887943262412,9.3
0.3,0.9,2.0,75.0,0.030875574640846375,0.0035259044917257685,13.0
0.3,0.9,2.0,100.0,0.030875019589624943,0.0034915489361702122,17.6
0.3,1.0,1.0,10.0,0.031929187854400354,0.018368250591016783,2.0
0.3,1.0,1.0,20.0,0.031161086908773884,0.0066967080378251016,4.2
0.3,1.0,1.0,30.0,0.030954018114447635,0.0037167446808510545,5.0
0.3,1.0,1.0,50.0,0.030876437707828254,0.003007287943262403,7.5
0.3,1.0,1.0,75.0,0.030854928967087508,0.003129923404255315,11.1
0.3,1.0,1.0,100.0,0.030864209840215956,0.0036133770685579194,15.1
0.3,1.0,2.0,10.0,0.03191453915463676,0.01822999054373545,2.2
0.3,1.0,2.0,20.0,0.031126359249199414,0.0063861879432624375,4.5
0.3,1.0,2.0,30.0,0.03094381448954614,0.0037568557919621715,5.7
0.3,1.0,2.0,50.0,0.030874150464329436,0.0031373503546099414,8.9
0.3,1.0,2.0,75.0,0.030873592910349922,0.003474133333333334,12.4
0.3,1.0,2.0,100.0,0.030891303173549288,0.0035533274231678478,16.3
1.0,0.1,1.0,10.0,0.03184627437922305,0.017667574468085305,2.2
1.0,0.1,1.0,20.0,0.031086500383951183,0.006261828605200843,4.7
1.0,0.1,1.0,30.0,0.03094291204667774,0.00487634042553191,8.1
1.0,0.1,1.0,50.0,0.030946555722012648,0.005288143262411344,15.3
1.0,0.1,1.0,75.0,0.031110400576228565,0.005874615602836882,25.6
1.0,0.1,1.0,100.0,0.03127623319718995,0.007142368321512998,32.4
1.0,0.1,2.0,10.0,0.031785308894589484,0.01675286997635968,5.0
