l1,Loss,MC ERR,#Output
0.0,0.030517817943354203,,
1e-06,0.03051749014349598,,
1e-05,0.030514991293849963,,
0.0001,0.03050970825506218,,
0.001,0.03073815398253235,,
0.01,0.030897585895120195,,
