l1,Loss,MC ERR,#Output
0.0,0.05770994844124672,,
1e-06,0.05770994399727762,,
1e-05,0.057709915422154166,,
0.0001,0.057710836189452254,,
0.001,0.05781030786172111,,
0.01,0.05823651179986311,,
