#Test Grids,Fold,MA Error,Loss,Group smECE,Group smECE-no-groupsize
/,0,0.06009734467308086,0.22621691132975946,0.07830334072367186,0.29076861556573946
/,1,0.06009734467308086,0.22621691132975946,0.07830334072367186,0.29076861556573946
/,2,0.06009734467308086,0.22621691132975946,0.07830334072367186,0.29076861556573946
/,3,0.06009734467308086,0.22621691132975946,0.07830334072367186,0.29076861556573946
/,4,0.06009734467308086,0.22621691132975946,0.07830334072367186,0.29076861556573946
/,5,0.06009734467308086,0.22621691132975946,0.07830334072367186,0.29076861556573946
/,6,0.06009734467308086,0.22621691132975946,0.07830334072367186,0.29076861556573946
/,7,0.06009734467308086,0.22621691132975946,0.07830334072367186,0.29076861556573946
/,8,0.06009734467308086,0.22621691132975946,0.07830334072367186,0.29076861556573946
/,9,0.06009734467308086,0.22621691132975946,0.07830334072367186,0.29076861556573946
