#Test Grids,#Train Grids,Fold,MA Error,Loss,Group smECE,Group smECE-no-groupsize
10,10,0,0.03500092472720545,0.19621555391159604,0.051846387935420526,0.27877853631703975
20,20,0,0.03312835213611982,0.18615209450712042,0.044747067346806196,0.2849870065068678
30,30,0,0.03074101473398679,0.1838661303248875,0.039707674155040715,0.2712366260662941
50,50,0,0.03349731829110411,0.18960456815239504,0.04493614634194289,0.25064314495229795
75,75,0,0.034635349238641235,0.19531908020467295,0.04687952446209351,0.27010269129820264
100,100,0,0.04742833364157573,0.20930696781949323,0.06038104636309227,0.28413532345550124
10,10,1,0.033678564823377076,0.1928458479748474,0.049663969671211325,0.27877853631703975
20,20,1,0.03010449417421858,0.18574521453671167,0.041305311588457586,0.26144028711595907
30,30,1,0.01958263978792921,0.17321984875572818,0.03573599614786019,0.2026111407027919
50,50,1,0.024545958942112072,0.18345209913075639,0.0428563162702065,0.242111168029042
75,75,1,0.017146908328709666,0.18430659022255103,0.043699605483251025,0.20142124584314117
100,100,1,0.05255132235990382,0.21565566395413355,0.06700206913860836,0.29293021182793677
10,10,2,0.02242463473275381,0.1732009432217496,0.031645505859198536,0.24219767997992642
20,20,2,0.026400961716293667,0.17654140466062512,0.034086716499315245,0.23037689748277948
30,30,2,0.018565439861907385,0.18072657871483466,0.035893824290962356,0.2554826934820424
50,50,2,0.024418346587756597,0.18273169964860364,0.03849143062302571,0.2608516311475325
75,75,2,0.02103446150052398,0.1858223208597908,0.0433380977346187,0.21621851978693576
100,100,2,0.019508969853893096,0.19504660162751986,0.05208867069967041,0.22367564033125198
10,10,3,0.03500092472720545,0.19252774181616422,0.04742130885257466,0.27034197341192095
20,20,3,0.017269280562234125,0.17907053356759756,0.03337684399254709,0.2609770345385625
30,30,3,0.03149312619443928,0.19076171834864267,0.04559475312645783,0.27534890153966907
50,50,3,0.026904013316071746,0.18529326798594414,0.037154553888377385,0.2460193653857314
75,75,3,0.032561494359164014,0.18894998664282925,0.04841480525773116,0.25676628963071424
100,100,3,0.02391991862400591,0.19326483724801186,0.04977797732058034,0.24660188860161183
10,10,4,0.033022008507490264,0.18936147586461993,0.04562317050140604,0.26227035132053617
20,20,4,0.03599963010911778,0.18807737654891807,0.04153686392254665,0.2863502391694166
30,30,4,0.027707909500030804,0.1901189301933707,0.039995246924500384,0.27314022614764577
50,50,4,0.035000924727205465,0.19151424079896429,0.042427606008039756,0.27288771494499386
75,75,4,0.026813390049935236,0.1887709265766599,0.04736803282395759,0.2534787698898354
100,100,4,0.029153874606990933,0.19318124190863697,0.04825858372184512,0.24164686340865799
10,10,5,0.05260773071943774,0.20281440724986127,0.06139980436079462,0.30047593081021584
20,20,5,0.02299334196412056,0.1731273118180137,0.029900725943722874,0.24182587474214295
30,30,5,0.0254639048147463,0.17969704909273984,0.03162962517642897,0.22757658291966723
50,50,5,0.0311799519141853,0.18534416497133346,0.04287690977085346,0.2448221510338097
75,75,5,0.02956537821342701,0.1943361897129236,0.04985449246305871,0.2474730014649259
100,100,5,0.026603476974292578,0.2026134594044757,0.05828246922496535,0.26164240568225133
10,10,6,0.04683743295727758,0.20419040133160715,0.06432532019536481,0.2850116276633994
20,20,6,0.04662936933604585,0.19655157665988532,0.05290561558674548,0.27725080550100795
30,30,6,0.04197953270451881,0.19322971251258653,0.04505977143619007,0.28691777200797647
50,50,6,0.030869243573145917,0.18724555206214166,0.04176763804701161,0.2549999758315745
75,75,6,0.03441588064854199,0.1955507469740871,0.05130896161332575,0.2446912434812907
100,100,6,0.02622988718328093,0.19405126225263547,0.05192902926167723,0.24132065090978114
10,10,7,0.061392639171444385,0.21255733308673944,0.07650676209996397,0.30389738898823365
20,20,7,0.04173756241908634,0.19386154521916033,0.046853505446580755,0.27831046926363884
30,30,7,0.043138524135380045,0.19503190308858884,0.05222144716791028,0.281674136726569
50,50,7,0.02790641760680599,0.18660149805807286,0.043222605539965465,0.2790673603778983
75,75,7,0.03136551384008381,0.1920128804224976,0.04969612264936893,0.2558375596417475
100,100,7,0.030849824301830957,0.1959441048640651,0.054793027258785196,0.25765500916897344
10,10,8,0.04153874606990934,0.19171398187534675,0.0497806131317311,0.28331036273822574
20,20,8,0.025795265396707952,0.17762426021823563,0.03316205881625429,0.24806542756305958
30,30,8,0.02738117255409652,0.18229943694387932,0.03674004859907168,0.2572648805655974
50,50,8,0.027072313667468085,0.1817705751803218,0.04279580693530606,0.21760813649267988
75,75,8,0.019381049257135782,0.19051332634650553,0.052001619798023736,0.21186914284642713
100,100,8,0.03301923432587386,0.19985902996116148,0.05485331051432443,0.272369102606682
10,10,9,0.03798779360088771,0.19424033660070278,0.04958760947266246,0.28241297781541674
20,20,9,0.029004068799704068,0.18375242740891437,0.03930364175766271,0.26750622212758235
30,30,9,0.03829911842673077,0.19164781250642174,0.043842246500548555,0.2789581917743086
50,50,9,0.027862030700943213,0.1859799334196412,0.04264308889904085,0.2585587778765216
75,75,9,0.025983601504222898,0.18892887820315232,0.05267543717026283,0.23471655843071446
100,100,9,0.039773441834658765,0.19556145274643982,0.05257440217709362,0.2729460803852039
