l1,Loss,MC ERR,#Output
0.0,0.16096656614667854,,
1e-06,0.16096650944217022,,
1e-05,0.16096650909783763,,
0.0001,0.16098887566330164,,
0.001,0.16124983020564856,,
0.01,0.1671308542734849,,
