lr,feature_subsample,tree_depth,n_grid,Loss,MC ERR,#Output
0.1,0.1,1.0,10.0,0.17037133931470852,0.059500956835685535,10.0
0.1,0.1,1.0,20.0,0.15042938261941127,0.04888866069947227,18.8
0.1,0.1,1.0,30.0,0.14036383412421666,0.03955879523078218,27.9
0.1,0.1,1.0,50.0,0.13528444642783707,0.033821953050884236,42.5
0.1,0.1,1.0,75.0,0.13484263648783834,0.033750080002193296,54.3
0.1,0.1,1.0,100.0,0.13886614501502434,0.039348642030718015,68.3
0.1,0.1,2.0,10.0,0.1640005571555994,0.05628183685508452,10.0
0.1,0.1,2.0,20.0,0.14185878229098867,0.04373930481757392,20.0
0.1,0.1,2.0,30.0,0.13586933038124846,0.037614846634495706,29.5
0.1,0.1,2.0,50.0,0.13454447470961686,0.037689487428193016,46.2
0.1,0.1,2.0,75.0,0.1364293209842405,0.04049250460987529,65.6
0.1,0.1,2.0,100.0,0.13863559013541052,0.04047910609779789,84.9
0.1,0.2,1.0,10.0,0.16891699189862575,0.05900038961186325,10.0
0.1,0.2,1.0,20.0,0.14834268954847568,0.04893585921646561,19.2
0.1,0.2,1.0,30.0,0.13914944712221358,0.04158583278147191,28.4
0.1,0.2,1.0,50.0,0.1352016335989359,0.035129717494175317,41.8
0.1,0.2,1.0,75.0,0.1345011541763193,0.03509234711072732,55.9
0.1,0.2,1.0,100.0,0.13699515270799742,0.035849232581619955,67.4
0.1,0.2,2.0,10.0,0.16155286284953393,0.05472934170839332,10.0
0.1,0.2,2.0,20.0,0.14178093766352,0.04337075078454164,19.9
0.1,0.2,2.0,30.0,0.1367652431081912,0.04035613679453317,29.7
0.1,0.2,2.0,50.0,0.1356017848491681,0.0375410592763075,46.7
0.1,0.2,2.0,75.0,0.13720759310514236,0.04132490178755863,64.4
0.1,0.2,2.0,100.0,0.13737660790653286,0.04146339112635052,83.5
0.1,0.30000000000000004,1.0,10.0,0.16785871886827503,0.05858496410182266,10.0
0.1,0.30000000000000004,1.0,20.0,0.14676165332981655,0.048322195007296134,19.8
0.1,0.30000000000000004,1.0,30.0,0.13855948759836018,0.04079273275202354,28.5
0.1,0.30000000000000004,1.0,50.0,0.1354678054479012,0.03602230246075876,41.5
0.1,0.30000000000000004,1.0,75.0,0.1350907015660577,0.03695592968693502,54.8
