eta,subsample,Loss,MC ERR,#Output
0.01,0.1,0.03639078277890523,,
0.01,0.2,0.03638415926262345,,
0.01,0.30000000000000004,0.03637773323275045,,
0.01,0.4,0.03637353636295663,,
0.01,0.5,0.036380944101042825,,
0.01,0.6,0.03638366189399158,,
0.01,0.7000000000000001,0.036380601458716924,,
0.01,0.8,0.03637863569927591,,
0.01,0.9,0.0363800619811203,,
0.01,1.0,0.03638060409264203,,
0.03162277660168379,0.1,0.03639171389499751,,
0.03162277660168379,0.2,0.036385789923346804,,
0.03162277660168379,0.30000000000000004,0.03637912970419981,,
0.03162277660168379,0.4,0.03637976263842179,,
0.03162277660168379,0.5,0.03637865162604527,,
0.03162277660168379,0.6,0.036383359015477026,,
0.03162277660168379,0.7000000000000001,0.03638885646060671,,
0.03162277660168379,0.8,0.03638468701875298,,
0.03162277660168379,0.9,0.036382371153441354,,
0.03162277660168379,1.0,0.03638563433724834,,
0.1,0.1,0.0364188233434026,,
0.1,0.2,0.036388120902948774,,
0.1,0.30000000000000004,0.03640393614024044,,
0.1,0.4,0.03639284726314627,,
0.1,0.5,0.036390933545547496,,
0.1,0.6,0.03638477911470462,,
0.1,0.7000000000000001,0.036387737920272015,,
0.1,0.8,0.036404880517965886,,
0.1,0.9,0.03640362616036866,,
0.1,1.0,0.0363901752839964,,
0.31622776601683794,0.1,0.03648428930675757,,
0.31622776601683794,0.2,0.03647319834256964,,
0.31622776601683794,0.30000000000000004,0.03642742037489775,,
0.31622776601683794,0.4,0.0364160350019101,,
0.31622776601683794,0.5,0.03640837410614366,,
0.31622776601683794,0.6,0.036440543728438565,,
0.31622776601683794,0.7000000000000001,0.036437769807166974,,
0.31622776601683794,0.8,0.03645743800861763,,
0.31622776601683794,0.9,0.03642138999970797,,
0.31622776601683794,1.0,0.03643534798376541,,
1.0,0.1,0.036979273460384494,,
1.0,0.2,0.03673862811337431,,
1.0,0.30000000000000004,0.036687323242084846,,
1.0,0.4,0.036632133726945466,,
1.0,0.5,0.03660587188266827,,
1.0,0.6,0.03661211515980302,,
1.0,0.7000000000000001,0.03655114421497768,,
1.0,0.8,0.03655406340262525,,
1.0,0.9,0.03658107566287859,,
1.0,1.0,0.03658417723773498,,
