l1,Loss,MC ERR,#Output
0.0,0.03798357308040106,,
1e-06,0.03798338166358562,,
1e-05,0.037982312541534016,,
0.0001,0.038008409413109706,,
0.001,0.03906537381562715,,
0.01,0.04147676808859319,,
