eta,subsample,Loss,MC ERR,#Output
0.01,0.1,0.03724114836029119,,
0.01,0.2,0.03673136770998433,,
0.01,0.30000000000000004,0.03656162023426272,,
0.01,0.4,0.03648434455853311,,
0.01,0.5,0.03644559983364004,,
0.01,0.6,0.03645028188657572,,
0.01,0.7000000000000001,0.03640592443951633,,
0.01,0.8,0.036393749039090026,,
0.01,0.9,0.03639587184659321,,
0.01,1.0,0.03658554793366085,,
0.03162277660168379,0.1,0.03717645782228902,,
0.03162277660168379,0.2,0.03664279125466324,,
0.03162277660168379,0.30000000000000004,0.036521907613305864,,
0.03162277660168379,0.4,0.03644736795542293,,
0.03162277660168379,0.5,0.03647013662668398,,
0.03162277660168379,0.6,0.03640809241686254,,
0.03162277660168379,0.7000000000000001,0.036388576945236915,,
0.03162277660168379,0.8,0.036379425752344145,,
0.03162277660168379,0.9,0.03637297059190579,,
0.03162277660168379,1.0,0.03651049329899399,,
0.1,0.1,0.037234353587501656,,
0.1,0.2,0.03671931710741815,,
0.1,0.30000000000000004,0.036549345509201234,,
0.1,0.4,0.03651757402733221,,
0.1,0.5,0.036482937238124076,,
0.1,0.6,0.03643567698382434,,
0.1,0.7000000000000001,0.03640378013278679,,
0.1,0.8,0.03638699912109609,,
0.1,0.9,0.036396944570791,,
0.1,1.0,0.03645677976008309,,
0.31622776601683794,0.1,0.0379068796577481,,
0.31622776601683794,0.2,0.037124601061245106,,
0.31622776601683794,0.30000000000000004,0.036930439641468506,,
0.31622776601683794,0.4,0.03682022562361564,,
0.31622776601683794,0.5,0.03667899918691914,,
0.31622776601683794,0.6,0.03667172349225449,,
0.31622776601683794,0.7000000000000001,0.036616457383556275,,
0.31622776601683794,0.8,0.03655452020505977,,
0.31622776601683794,0.9,0.03651323717833453,,
0.31622776601683794,1.0,0.03647032284242915,,
1.0,0.1,0.04000842850466054,,
1.0,0.2,0.0386390097654709,,
1.0,0.30000000000000004,0.03790941239284831,,
1.0,0.4,0.03791245341600079,,
1.0,0.5,0.03760443608304368,,
1.0,0.6,0.03767413740870307,,
1.0,0.7000000000000001,0.037385983575025955,,
1.0,0.8,0.03728654952516838,,
1.0,0.9,0.03720078137513806,,
1.0,1.0,0.037194515281182214,,
