#Test Grids,Fold,MC Error,MA Error,#LS,Loss,Group smECE
10,0,0.02839563381732061,0.01104675110699209,10,0.1475139017608897,0.027041386323795356
20,0,0.027844712182061575,0.00927942539388324,20,0.14706949593244772,0.026607373599718303
30,0,0.02851920502522916,0.00877498598382133,30,0.1470064207447072,0.026554018041959896
50,0,0.028728932825318354,0.008349466241032511,50,0.14698681563862284,0.02628844819998761
75,0,0.028984313321662722,0.008142541676678237,75,0.1469270586619984,0.026281224637778704
100,0,0.029532832183434554,0.008039937527889339,100,0.1469549591528507,0.02628173369263176
10,1,0.029404798681907072,0.010341365461847407,10,0.14758632821885836,0.027939954251151037
20,1,0.028962859986956344,0.008529416812549359,20,0.14709000532042701,0.027725536811045698
30,1,0.030032952322108966,0.007943740775066082,30,0.14694124074646162,0.027768174514973022
50,1,0.030187759585349985,0.007512957814162638,50,0.14694975800638452,0.02743404510284689
75,1,0.030880673691918686,0.007286696644126379,75,0.14693132415702698,0.02733630964831197
100,1,0.030881817869769693,0.007187982700030896,100,0.14692433752102427,0.027350663862736945
10,2,0.030928843579446013,0.010787594823739423,10,0.1476738578244602,0.029311170779017168
20,2,0.030801839837984336,0.009181598187622299,20,0.147196156420554,0.0289955618621757
30,2,0.030949438780764116,0.008619377796084628,30,0.14704799253996043,0.02888828657249858
50,2,0.0311763292486184,0.00826022036865411,50,0.1470121340061099,0.028724239038527537
75,2,0.0315271341777366,0.008046888408334207,75,0.1469910654965541,0.02859455372188659
100,2,0.031786633714344564,0.00794262520166135,100,0.14702234665156352,0.028499660183478565
10,3,0.031593038821954626,0.01341691552534928,10,0.14803290083410564,0.02972306995867133
20,3,0.030986338516458864,0.011695070881817886,20,0.1473506204304397,0.02943261954593499
30,3,0.031386514719848074,0.011221238229270363,30,0.14723952791221867,0.029351399768831405
50,3,0.0317777091271067,0.01081093605189991,50,0.14717745855215736,0.029221916195440914
75,3,0.03184910582500947,0.010586734401995463,75,0.14714003440161405,0.029054575159870408
100,3,0.03259705488621152,0.010499691071980231,100,0.1471609660865685,0.028972594545067207
10,4,0.03169258229499173,0.012469536264717007,10,0.14803221432739505,0.03022386145009423
20,4,0.031991212714104156,0.010754556688291644,20,0.14738142741907803,0.03013251321822221
30,4,0.032046133250952596,0.010238961544182433,30,0.14733274026781387,0.029842888704832565
50,4,0.03218618061991558,0.00982991796244809,50,0.14725931761232966,0.02970353770230645
75,4,0.032695797434753246,0.009614869735351677,75,0.14725120577275863,0.029632846635167222
100,4,0.0327954553255758,0.009526052929667394,100,0.14724650482270965,0.02959061602383037
10,5,0.03228641059966352,0.012392304259774159,10,0.14816299385576498,0.030644902879149137
20,5,0.032614217553976435,0.010849809494387824,20,0.14748895153262623,0.030555184638695478
30,5,0.0322761129990045,0.010284156569297138,30,0.14740234442041672,0.030291568517074926
50,5,0.03229979748052037,0.00990577695396973,50,0.14732043043970755,0.030129906047408103
75,5,0.03277154200848983,0.009733635396286014,75,0.14732597093025476,0.030027894438314714
100,5,0.033247519994507924,0.009626454536093095,100,0.1473168099749425,0.030039893947933962
10,6,0.030345312875433305,0.012989565097998852,10,0.1479745477637044,0.0290187120967874
20,6,0.03030068993924417,0.011423900731129663,20,0.1473705291250472,0.028877708611000242
30,6,0.030583301868442363,0.010826496870673583,30,0.1473356769909648,0.028832344570077613
50,6,0.03080939141180096,0.010471458483506684,50,0.14722228744035973,0.028749208186685516
75,6,0.03106099612123708,0.010276204533232662,75,0.14724701350511257,0.028685791625877748
100,6,0.03128308104211713,0.010173257131088461,100,0.1472330081007792,0.028623033761665324
10,7,0.029343013077952597,0.012220677582123383,10,0.14791722445336902,0.02814380993400911
20,7,0.02938420348058908,0.010599234545017693,20,0.14731114629458,0.027910619895308013
30,7,0.02929438551928509,0.010074772022563194,30,0.14724219766053767,0.02777467446434709
50,7,0.029564411492122314,0.009717674115264481,50,0.1472037517591734,0.027608905978380276
75,7,0.03029302394764244,0.009508690030778399,75,0.1471969442823526,0.02753117579957347
100,7,0.030048913603130438,0.0094277108433735,100,0.14720962568221607,0.027514349463710095
10,8,0.028900216249613638,0.009787011293035407,10,0.14775761164315382,0.02778017444686003
20,8,0.02957041842584008,0.00799565784505545,20,0.14713479988329387,0.027764319315891853
30,8,0.02892367189555941,0.0075266879483747,30,0.1470393349275545,0.027371598802423316
50,8,0.029263721552878173,0.00706535543884942,50,0.1469755157381663,0.027247544795411593
75,8,0.029828030068993937,0.006893099463380603,75,0.1469803376850231,0.02719681048168792
100,8,0.030339134315037923,0.006779167953866752,100,0.1469700176775478,0.027165312869326688
10,9,0.02899804345587492,0.011165173514571124,10,0.14782180002059522,0.02736186203278864
20,9,0.02841622901863861,0.009304311262142602,20,0.14727364586551336,0.026830796369530247
30,9,0.028135905445142367,0.008793292829437414,30,0.14721645365889008,0.02655349978907965
50,9,0.02858270689595988,0.00835118250780902,50,0.14718201695671573,0.026364722706370972
75,9,0.028941292234464896,0.008126980857904567,75,0.14715907962333663,0.026246772835317067
100,9,0.029138948958226066,0.00801573816634058,100,0.14715200717399515,0.026274460703163235
