#Test Grids,#Train Grids,Fold,MA Error,Loss,Group smECE,Group smECE-no-groupsize
10,10,0,0.013931795558301572,0.16184541585143994,0.017938936132745806,0.26471655540847705
20,20,0,0.008340627467133497,0.15701783630247487,0.010285023192551942,0.23528666476945012
30,30,0,0.006381079875055781,0.15490567207100003,0.013259499378418676,0.15298629407752296
50,50,0,0.015426149040606872,0.1630634435176604,0.02119114974140034,0.2567062932127182
75,75,0,0.006606826165059084,0.158650652753464,0.012199423781706008,0.1702652679829829
100,100,0,0.007998747125253145,0.16081382023821783,0.015445166560065745,0.21110284715436284
10,10,1,0.015581986063913783,0.16333513541344866,0.017339194398709026,0.2640133646876425
20,20,1,0.008950760306181981,0.1582510597947345,0.011010850757270282,0.2431847010622097
30,30,1,0.008668863488140601,0.15764052410973428,0.01223643656948295,0.24287372713034494
50,50,1,0.007240757903408502,0.1570997048021144,0.013231609124953718,0.17138434933210572
75,75,1,0.006626048352955968,0.15793858358409896,0.013373273987440273,0.17504826694905135
100,100,1,0.006889523907596192,0.16103163508735796,0.01747968117437329,0.15756934548100873
10,10,2,0.012425771461916051,0.16151726564377167,0.012411146868743934,0.2614716945238294
20,20,2,0.009520560875982565,0.1588575026602135,0.016464187859257295,0.25641053206085296
30,30,2,0.008974072929896212,0.15886670137339481,0.01165370552227901,0.24497731070616774
50,50,2,0.005976212542477598,0.15532905296399271,0.010099682233643693,0.14968289533591123
75,75,2,0.012941223583793852,0.16088716346868956,0.016122792652898794,0.2571002223523461
100,100,2,0.009435605670545424,0.16087163440085125,0.012843971855707653,0.24704024459927829
10,10,3,0.012004427968283377,0.16048510280437986,0.013078397008375701,0.25957740201625257
20,20,3,0.009217639789928952,0.15967890793945014,0.010176151037462855,0.24958797536248944
30,30,3,0.008839632032403125,0.1567173632802816,0.011447498119445464,0.1932457105261044
50,50,3,0.0075627295506813606,0.15640022311468094,0.011463274599178215,0.173726989282042
75,75,3,0.006144578313253027,0.1579185497927131,0.012655675954899345,0.14932954117820765
100,100,3,0.009868877218274813,0.16086109309031,0.015069390897006452,0.22355984883936122
10,10,4,0.016459856520097474,0.16191166374901317,0.016454920923670038,0.2610745229208319
20,20,4,0.008307160264991597,0.15777737016441834,0.012644907752714967,0.22051037555602537
30,30,4,0.009463208961200927,0.15732118407151874,0.00988354500705753,0.23452885867081627
50,50,4,0.014814643188137161,0.1607119932722342,0.014805253947335046,0.26407854127271335
75,75,4,0.00986041030217736,0.1592295274164083,0.014485758085243782,0.24238998910511234
100,100,4,0.006814351422785155,0.16075409072186184,0.017226020500012724,0.18066166259877534
10,10,5,0.015963855421686737,0.16475860707788417,0.015958145777335127,0.2517785895480022
20,20,5,0.010286873991693257,0.15821433168571725,0.01027900004942521,0.19990203445939397
30,30,5,0.00799923340083982,0.15547833308542813,0.010258067300693247,0.17867345595850137
50,50,5,0.010148113822812612,0.15727535440908935,0.011859694301645088,0.17076760705454133
75,75,5,0.011143491344294546,0.16018534613286958,0.01113307636005273,0.22160309300554054
100,100,5,0.0055856760374832625,0.16026686317921257,0.016665021769373036,0.15235873278588294
10,10,6,0.015021624961383984,0.16298501699104107,0.015010527943155412,0.2650057722633807
20,20,6,0.008193886657742087,0.15606281965468713,0.011007450225791074,0.15649733233599428
30,30,6,0.00946492522797743,0.1571293817244286,0.010828562777565859,0.18788337344087125
50,50,6,0.009083341914667212,0.15810303435966086,0.011481804836594486,0.2052897790462513
75,75,6,0.005964484719504787,0.15758810512706092,0.010151484798994307,0.1614376057105337
100,100,6,0.010459187176054641,0.16027467562557923,0.01102881423533191,0.20716916728778173
10,10,7,0.01581711461229534,0.1647634126248584,0.01580628961171821,0.2514423649894665
20,20,7,0.009292297394707036,0.15868793550269458,0.01166900174607462,0.18696814220878305
30,30,7,0.005623062048764857,0.15511589568149142,0.011334489411292665,0.1377834840819106
50,50,7,0.00492791679538667,0.1565828613599698,0.011029914508957312,0.1374233540485313
75,75,7,0.013058845066877186,0.16130063578149256,0.01524319082521246,0.2585533650023653
100,100,7,0.004992362612844542,0.16026835289877459,0.015888213880636746,0.17406797997103785
10,10,8,0.01444152679092437,0.16315218137507295,0.018066121631105114,0.2566856260785822
20,20,8,0.00835779013489856,0.1577743666975595,0.00980781475091382,0.17995662953963112
30,30,8,0.006273813201524037,0.15468229041522216,0.012256818857871653,0.13880368295739362
50,50,8,0.006860433185734385,0.1566723269144956,0.010986911919866676,0.15078495002357642
75,75,8,0.008982597054886196,0.1588072678177096,0.011723967323641813,0.17970880168479134
100,100,8,0.010926526619297699,0.16145351748875844,0.013253309943405468,0.2216088090600237
10,10,9,0.016909518415542498,0.16439956406823877,0.017075887416488914,0.26254810928278394
20,20,9,0.010202776919644394,0.15894717759928606,0.012320572274502709,0.19360172131799214
30,30,9,0.00850782045561162,0.15561006609534053,0.012329840676434943,0.1538957082096236
50,50,9,0.005872721655854188,0.1549406686575361,0.01142197081687917,0.1408181829519227
75,75,9,0.006272039725855007,0.15815007036693784,0.01731294959365455,0.12238863759369967
100,100,9,0.008655905673977957,0.16189658205471458,0.01395874297405695,0.2126271834537919
